File,Club,Pitch,Code,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,annual_rainfall,rain_days,crest_url
Ireland,Round Towers,,,53.160935,-6.9138,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.160935,-6.9138",https://twitter.com/roundtowersgfc,103,906.3,256,https://www.oneills.com/media/catalog/category/roundtowergaa.png
Great Britain,Round Towers,Mitcham,,51.391295,-0.1738137,London,England,London,London,"https://maps.google.com/?daddr=51.391295, -0.1738137",,34,836.0906593,226,https://www.oneills.com/media/catalog/category/roundtowergaa.png
Ireland,Round Towers Clondalkin,Bushelloaf Park,,53.317561,-6.383978,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.317561,-6.383978",https://twitter.com/rtowerstracker,81,927.5,245,
Ireland,Round Towers Lusk,,,53.527932,-6.178255,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.527932,-6.178255",https://twitter.com/roundtowerslusk,26,805.5,243,
Europe,Rovigo Gaelic Football,Rugby Monselice,,45.2388401,11.7685985,Monselice,Italy,Monselice,Italy,"https://maps.google.com/?daddr=45.2388401,11.7685985",,9,1241.401099,184,https://www.oneills.com/media/catalog/category/Kilshannig-Ladies-Football-Club.png
Ireland,Rower Inistioge,,,52.489652,-7.063449,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.489652,-7.063449",https://twitter.com/rower_inistioge,4,1086.8,244,
Ireland,"RuairÃ­ Ã“g's GAA, Cushendall",PÃ¡irc Mhuire,,55.077538,-6.058273,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=55.077538,-6.058273",https://twitter.com/ruairiogcdall,18,1239.09478,299,
Ireland,Ruan,,,52.93292,-8.987153,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.93292,-8.987153",https://twitter.com/ruangaa,22,1091,266,
Ireland,"Russell Gaelic Union, Downpatrick",Thomas Russell Park,,54.317274,-5.701665,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.317274,-5.701665",https://twitter.com/rgudownpatrick,33,959.4285714,264,
Ireland,Russell Rovers,,,51.853519,-8.036676,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.853519,-8.036676",https://twitter.com/rovers_abu,14,1248.6,259,
Asia,Saigon Gaels,An Phu,,10.804423,106.755994,Ho Chi Minh City,Vietnam,Ho Chi Minh City,Vietnam,"https://maps.google.com/?daddr=10.804423,106.755994",https://twitter.com/saigongaelsgaa,1,2224.895604,276,https://www.oneills.com/media/catalog/category/parisgaelsgaa.png
Ireland,Sallins,,,53.250618,-6.661872,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.250618,-6.661872",,80,804.3,262,https://www.oneills.com/media/catalog/category/Sallins-GAAIconBanner2024.png
Ireland,Salthill Knocknacarra,,,53.26277,-9.08678,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.26277,-9.08678",https://twitter.com/skgaa,12,1131.7,277,
Ireland,SamildÃ¡nach,,,53.358239,-6.394732,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.358239,-6.394732",,53,817.4,238,
USA,San Diego Setanta,University City High School,,32.8610159,-117.2057846,Southwest Division,United States,California,Southwest Division,"https://maps.google.com/?daddr=32.8610159,-117.2057846",https://twitter.com/setantagfc,86,238.5068871,64,https://www.oneills.com/media/catalog/category/setanta-gaa.png
USA,San Francisco GAA,"PÃ¡irc na nGael, Treasure Island",,37.8280132,-122.3731005,Western Division,United States,California,Western Division,"https://maps.google.com/?daddr=37.8280132,-122.3731005",https://twitter.com/sanfranciscogaa,3,636.1859504,82,https://www.oneills.com/media/catalog/category/Tipperary-HC-San-Francisco.png
South America,San Isidro GaÃ©lico,Sona De Pesca,,-34.4642327,-58.4985785,Buenos Aires,Argentina,Buenos Aires,Argentina,"https://maps.google.com/?daddr=-34.4642327,-58.4985785",https://twitter.com/sanisidrogaa,6,1147.487603,142,https://www.oneills.com/media/catalog/category/Ulster_San_Francisco_GAA.png
Great Britain,Sands MacSwineys,St. Ambrose,,55.86929,-4.051076,LanarkshireÂ¬â€ ,Scotland,Coatbridge,Scotland,"https://maps.google.com/?daddr=55.86929,-4.051076",https://twitter.com/sandsmacswineys,86,1168.501374,287,
Ireland,"Sarsfield's GAA, Ballerin",Shamrock Park,,55.012062,-6.734256,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.012062,-6.734256",https://twitter.com/balleringaa,121,1151.65522,296,
Ireland,"Sarsfield's GAA, Drumragh",Clanabogan,,54.570499,-7.360705,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.570499,-7.360705",https://twitter.com/drumraghgac,100,1082.666209,296,
Ireland,"Sarsfield's GAA, High Moss",Father Dan Mc Geown Park,,54.503226,-6.459335,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.503226,-6.459335",https://twitter.com/sarsfieldspro,14,886.1277473,279,
Ireland,Sarsfields,,,53.188192,-6.812509,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.188192,-6.812509",https://twitter.com/sashgaa,93,862,263,
Ireland,Sarsfields,,,51.928283,-8.387852,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.928283,-8.387852",https://twitter.com/SarsfieldsCork,11,1322.5,239,
Ireland,Sarsfields GAA,Garman Park,,52.349868,-6.4855,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.349868,-6.4855",,9,1132.3,259,
Ireland,"Sarsfields GAA, Castlebin",,,53.301757,-8.490717,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.301757,-8.490717",https://twitter.com/sarsfieldsgaa,81,1075.6,269,
Australasia,Sarsfields Hurling,"Tom Bateman Reserve, Thornlie",Hurling,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/Ceann-Creige-Hurling-_-Camogie-Club-ICON.png
Ireland,Saval GAA,Nan Sands Park,,54.214114,-6.284156,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.214114,-6.284156",https://twitter.com/saval_gac,76,956.5206044,277,https://www.oneills.com/media/catalog/category/SAVAL-ICON.png
Ireland,Scariff,,,52.91242,-8.533397,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.91242,-8.533397",https://twitter.com/scariff,37,1082.9,257,
Ireland,Scartaglin,,,52.185943,-9.416772,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.185943,-9.416772",,130,1303.3,276,
Ireland,Scoil UÃ­ Chonaill GAA,,,53.361669,-6.206339,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.361669,-6.206339",https://twitter.com/scoilclg,6,931.7,241,
Great Britain,Scotland County,Clydebank Community Sport Hub,,55.8998275,-4.3939535,Glasgow,Scotland,Glasgow,Scotland,"https://maps.google.com/?daddr=55.8998275,-4.3939535",https://twitter.com/scotlandgaa,9,1250.826923,288,https://www.oneills.com/media/catalog/category/scotland-gaanew.png
Ireland,Scotstown,PÃ¡irc Muire,,54.282,-7.06101,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.282,-7.06101",https://twitter.com/scotstowngaa,75,948.4,269,
Ireland,Sean Connolly's,Maguire Park,Football,53.76839,-7.650594,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.76839,-7.650594",,59,997.4,269,https://www.oneills.com/media/catalog/category/Sean-Mc-Dermotts-M-Icon.png
Ireland,"SeÃ¡n Dolan's GAA, Creggan",Piggery Ridge,,54.994131,-7.352781,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.994131,-7.352781",https://twitter.com/seandolans,110,1017.989011,293,
Ireland,SeÃ¡n Mac Cunmaill's GAA,Mac Cumhaill Park,,54.801349,-7.777731,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.801349,-7.777731",,15,1083.468407,290,https://www.oneills.com/media/catalog/category/Augher-st-Macartans-Icon-png.png
Ireland,Sean Mac Diarmada,Sean Mac Diarmada Park,,54.21586,-7.04148,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.21586,-7.04148",https://twitter.com/seanmcdermotts,84,919.7,264,https://www.oneills.com/media/catalog/category/St-Macartan-Ladies-Banner-Icon.png
Ireland,"Sean McDermott's GAA, Maghery",Felix Hamill Park,,54.513592,-6.575599,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.513592,-6.575599",,14,886.1277473,279,https://www.oneills.com/media/catalog/category/An-Sean-Phobal-Crest_2.png
Ireland,Sean McDermotts GAA,PÃ¡irc Sean Mac Diarmada,,53.887601,-6.594566,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.887601,-6.594566",https://twitter.com/seansmcdermotts,52,832.1,244,https://www.oneills.com/media/catalog/category/sean-dolans-gac.png
Great Britain,Sean McDermotts GAA,"The Irish Centre, Birmingham",,52.42814,-1.87909986,Warwickshire,England,Birmingham,Warwickshire,"https://maps.google.com/?daddr=52.42814,-1.8790998",,153,941.9807692,248,https://www.oneills.com/media/catalog/category/sean-dolans-gac.png
Ireland,"Sean O'Heslin's GAA, Ballinamore",,,54.060111,-7.793332,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.060111,-7.793332",,58,1155.9,264,https://www.oneills.com/media/catalog/category/seanmcdermotts.png
Ireland,"SeÃ¡n O'Leary's GAA, Newbridge",SeÃ¡n O'Leary Park,,54.761608,-6.506944,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.761608,-6.506944",,15,954.3145604,288,https://www.oneills.com/media/catalog/category/seanolearysgacnewbridge-48-01.png
Ireland,"Sean O'Mahonys GAA, Dundalk",,,54.006938,-6.375461,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=54.006938,-6.375461",https://twitter.com/somlouth,5,884.6,254,https://www.oneills.com/media/catalog/category/Clan-Na-Gael-Dundalk.png
Ireland,"SeÃ¡n South's GAA, Clady",SeÃ¡n South Park,,54.251565,-6.565384,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.251565,-6.565384",https://twitter.com/cladygfc,190,964.4423077,284,
Great Britain,Sean Traceys,Mitcham,,51.391295,-0.1738137,London,England,London,London,"https://maps.google.com/?daddr=51.391295, -0.1738137",,34,836.0906593,226,https://www.oneills.com/media/catalog/category/seantreaceys-lurganIconBanner2023_1.png
Ireland,"SeÃ¡n Treacy GAA, Lurgan",The Hurling Field,,54.477315,-6.330721,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.477315,-6.330721",https://twitter.com/seantreacys,33,966.7486264,278,https://www.oneills.com/media/catalog/category/stpeterslurganIconBannerTemplate.png
Ireland,Sean Treacy's,,,52.678535,-8.164292,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.678535,-8.164292",https://twitter.com/seantreacysgaa,189,1270.1,276,https://www.oneills.com/media/catalog/category/seantreacyssanfran-41.png
USA,Seattle Gaels,Magnuson Park,,47.681146,-122.257072,North Western Division,United States,Washington,North Western Division,"https://maps.google.com/?daddr=47.681146,-122.257072",https://twitter.com/seattlegaels,8,1196.958678,219,https://www.oneills.com/media/catalog/category/fullengaels.png
Ireland,Seir Kieran,Clareen,,53.073868,-7.800836,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.073868,-7.800836",,83,1022.6,270,https://www.oneills.com/media/catalog/category/seir-kieran.png
Ireland,Seneschalstown GAA,Fr. Tully Park,,53.683986,-6.588064,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.683986,-6.588064",https://twitter.com/seneschalstowng,56,839.4,258,
Ireland,Setanta,Presentation College,,52.838695,-6.90737,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.838695,-6.90737",https://twitter.com/setantacarlow,57,877.2,242,
Europe,Setanta Berlin GAA,Willi-Boos-Sportanlage,,52.4895,13.39941,Berlin,Germany,Berlin,Germany,"https://maps.google.com/?daddr=52.4895,13.39941",https://twitter.com/setantaberlin,43,621.5027473,200,
Ireland,Setanta GAA,,,53.391217,-6.266259,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.391217,-6.266259",https://twitter.com/setantagaaclub,54,817.4,238,
Ireland,Setanta GAA,Crossroads,,54.786475,-7.7023,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.786475,-7.7023",,25,1083.468407,290,
Ireland,Shamrock Gaels,,,54.15705,-8.37211,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.15705,-8.37211",https://twitter.com/shamrockgaels,80,1185.3,281,https://www.oneills.com/media/catalog/category/ranelaghgaels-95.png
Ireland,Shamrocks,,,53.25176,-7.541597,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.25176,-7.541597",https://twitter.com/shamrocksgaa,64,953.9,252,https://www.oneills.com/media/catalog/category/KenmareShamrocks-Banner.png
Ireland,Shamrocks,,,51.830179,-8.357598,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.830179,-8.357598",https://twitter.com/gaashamrocks,39,1336.6,234,https://www.oneills.com/media/catalog/category/KenmareShamrocks-Banner.png
Ireland,"Shamrocks GAA, Enniscorthy",,,52.50497,-6.555204,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.50497,-6.555204",https://twitter.com/ShamrocksGAA1,48,1097.5,246,https://www.oneills.com/media/catalog/category/ballinderryshamrocks-90_1.png
Australasia,Shamrocks GFC,"Gaelic Park, Willawong",,-27.583878,152.99577,Queensland,Australia,Brisbane,Brisbane,"https://maps.google.com/?daddr=-27.583878,152.99577",,7,1555.561813,225,https://www.oneills.com/media/catalog/category/stfinbarrsgfc_Artboard_13_copy_13.png
Ireland,"Shamrocks, Waterford",JFK Park,,52.057788,-7.888284,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.057788,-7.888284",https://twitter.com/kgkshamrocksgaa,103,1262.9,242,
Ireland,Shanahoe,,,52.909724,-7.406351,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.909724,-7.406351",,92,845.6,244,https://www.oneills.com/media/catalog/category/Shanahoe.png
Ireland,Shanballymore,,,52.219178,-8.478217,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.219178,-8.478217",https://twitter.com/sbmgaa,72,1095.4,247,
Ireland,Shandonagh,,,53.510113,-7.402833,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.510113,-7.402833",https://twitter.com/shandonaghgaa,96,939.8,265,https://www.oneills.com/media/catalog/category/shandonagh-06.png
Ireland,"Shane O'Neill's GAA, Camloch",Shane O'Neill's Field,,54.180022,-6.405246,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.180022,-6.405246",https://twitter.com/shaneoneillsgfc,89,969.3557692,285,
Ireland,"Shane O'Neill's GAA, Glenarm","Forsyth Park, Feystown",,54.928236,-5.951509,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.928236,-5.951509",https://twitter.com/shaneuineill,214,980.5865385,283,
Asia,Shanghai GAA,Luwan Stadium,,31.205301,121.463964,Shanghai,China,Shanghai,China,"https://maps.google.com/?daddr=31.205301,121.463964",,12,1486.873626,180,
Ireland,Shankill GAA,Shangalagh GAA,,53.240529,-6.113231,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.240529,-6.113231",https://twitter.com/shankillgaa,13,1097.4,250,
Ireland,Shannon Gaels,,,52.638657,-9.246618,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.638657,-9.246618",https://twitter.com/gaeilnasionna,34,1245.7,274,https://www.oneills.com/media/catalog/category/shannonbridge-gaa.png
Ireland,Shannon Gaels,Shannon Gaels' Park,,54.289898,-7.866955,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.289898,-7.866955",https://twitter.com/shannongaels,51,1098.108516,296,https://www.oneills.com/media/catalog/category/shannonbridge-gaa.png
USA,Shannon Gaels,Frank Golden Park,,40.784934,-73.83412,New York,United States,New York,New York,"https://maps.google.com/?daddr=40.784934, -73.83412",,2,1085.749311,175,https://www.oneills.com/media/catalog/category/shannonbridge-gaa.png
Ireland,Shannon Gaels GAA,Croghan GAA Pitch,,53.912818,-8.218032,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.912818,-8.218032",https://twitter.com/shannongaelsgaa,98,1023.8,264,https://www.oneills.com/media/catalog/category/SHANNON-THUMBNAIL.png
Ireland,Shannon Rovers,Ballinderry Sports Field,,53.014984,-8.217536,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=53.014984,-8.217536",https://twitter.com/sroversgaa,57,921.5,253,
Ireland,Shannonbridge,,,53.265689,-8.004313,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.265689,-8.004313",https://twitter.com/rachragaa,43,932.4,260,
Middle East,Sharjah Wanderers Ladies Gaelic Football Club,Sharjah Wanderers Sports Club,,25.339311,55.4187631,SharjahÂ¬â€ ,UAE,SharjahÂ¬â€ ,UAE,"https://maps.google.com/?daddr=25.339311,55.4187631",,4,120.5302198,31,https://www.oneills.com/media/catalog/category/Dee-ranger-ladies-Icon-png.png
Ireland,Shelmaliers,,,52.38704,-6.427317,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.38704,-6.427317",https://twitter.com/shelmaliers,6,1110.6,248,
Asia,Shenzhen Celts,Yunding School,,22.51965,114.060224,Shenzhen,China,Shenzhen,China,"https://maps.google.com/?daddr=22.51965,114.060224",https://twitter.com/shenzhencelts,8,2457.934066,244,
Ireland,Shercock GAA,O'Hagan Park,,53.980313,-6.88016,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.980313,-6.88016",https://twitter.com/ShercockGFC,154,988.7087912,286,
Ireland,Shillelagh GAA,,,52.755555,-6.531104,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.755555,-6.531104",https://twitter.com/shillelaghgaa,70,952.2,256,https://www.oneills.com/media/catalog/category/EssexShillelaghsGAA-Banner.png
Ireland,Shinrone,,,52.986716,-7.925193,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=52.986716,-7.925193",https://twitter.com/shinronegaa,69,995.5,258,https://www.oneills.com/media/catalog/category/Shinrone-GAA.png
Ireland,Shroid Slashers (Disbanded),Shroid,Football,53.71753,-7.728113,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.71753,-7.728113",,79,983.7,280,https://www.oneills.com/media/catalog/category/TheSocialSlashers-Banner.png
Ireland,Shrule-Glencorrib GAA,Shrule,,53.529624,-9.080245,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.529624,-9.080245",https://twitter.com/ShruleGlencorib,36,1144.2,259,
Ireland,"Sigerson's GAA, Strabane",Sigerson Park,,54.816627,-7.457993,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.816627,-7.457993",https://twitter.com/sigersonsgaa,8,1062.510989,296,https://www.oneills.com/media/catalog/category/Strabane-Sigersons-GFC-ICON.png
Ireland,Silverbridge Harps,Keeley Park,,54.096321,-6.538566,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.096321,-6.538566",https://twitter.com/SilverbridgeGAA,108,918.3159341,281,
Ireland,Silvermines,Dolla,,52.801072,-8.188428,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.801072,-8.188428",https://twitter.com/silvermines_gaa,76,1082.1,262,https://www.oneills.com/media/catalog/category/silverminesgaa23IconBanner2023.png
Ireland,Simonstown Gaels,,,53.672473,-6.682418,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.672473,-6.682418",https://twitter.com/simonstowngaels,47,824.5,245,https://www.oneills.com/media/catalog/category/bondigaels.png
Asia,Singapore Gaelic Lions,SCC Dempsey Field,,1.301999,103.810222,Signapore,Signapore,Signapore,Signapore,"https://maps.google.com/?daddr=1.3019997,103.8102221",,13,2994.504121,353,https://www.oneills.com/media/catalog/category/singaporelions.png
Australasia,Sinn Fein,RMIT University Bundoora,,-37.676919,145.072893,Victoria,Australia,Melbourne,Melbourne,"https://maps.google.com/?daddr=-37.676919,145.072893",,123,653.5906593,207,https://www.oneills.com/media/catalog/category/sinnfeingac.png
Ireland,Sixmilebridge,,,52.744651,-8.777834,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.744651,-8.777834",https://twitter.com/smbgaa,22,1134.3,266,
Ireland,Skehana GAA,,Hurling,53.423481,-8.589829,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.423481,-8.589829",https://twitter.com/skehanahc,91,1117.5,270,
Ireland,Skeheenarinky,,,52.272313,-8.097081,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.272313,-8.097081",,83,1227.1,257,https://www.oneills.com/media/catalog/category/Skeheenarinky-Banner-Icon.png
Ireland,Skelligs Rangers,,,51.880861,-10.370082,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.880861,-10.370082",https://twitter.com/skelligrgsgaa,27,1875,284,https://www.oneills.com/media/catalog/category/ComeraghRangers-Banner.png
Ireland,Skerries Harps,,,53.577952,-6.113389,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.577952,-6.113389",https://twitter.com/skerriesharps,5,764.1,250,
Ireland,Skryne,,,53.583364,-6.547767,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.583364,-6.547767",https://twitter.com/skrynegfc,106,841.3,253,
Ireland,Slane,,,53.721314,-6.478902,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.721314,-6.478902",https://twitter.com/slanegfc,33,839.1,254,https://www.oneills.com/media/catalog/category/slanegfc.png
Ireland,Sliabh gCua/St. Mary's,,,52.213282,-7.712395,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.213282,-7.712395",https://twitter.com/sliabhgcuagaacl,168,1534.2,262,https://www.oneills.com/media/catalog/category/sliabh-gcua.png
Ireland,Slieve Bloom,Deerpark,,53.032579,-7.502013,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.032579,-7.502013",,168,965.5,256,https://www.oneills.com/media/catalog/category/SLIEVERUE-THUMB.png
Ireland,Slieverue,,,52.286663,-7.069631,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.286663,-7.069631",https://twitter.com/sliabhruagaacam,71,1229,248,
Ireland,Sligo GAA,Markievicz Park,,54.257207,-8.468033,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.257207,-8.468033",,54,1337.8,291,https://www.oneills.com/media/catalog/category/st-michaels-sligo.png
Europe,Slovak Shamrocks GAA,FutbalovÃ½ klub mlÃ¡deÅ¾e Karlova,,48.1492474,17.0618739,Bratislava,Slovenia,Bratislava,Slovenia,"https://maps.google.com/?daddr=48.1492474,17.0618739",https://twitter.com/bratislavagaa,151,654.3928571,162,https://www.oneills.com/media/catalog/category/ConahyShamrocksGAACamo-Banner.png
Ireland,Smith O'Briens,,,52.803281,-8.446618,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.803281,-8.446618",https://twitter.com/sobgaa,51,1106.4,263,https://www.oneills.com/media/catalog/category/SmithO_Briens-Banner.png
Ireland,Sneem,,,51.84283,-9.901366,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.84283,-9.901366",,8,2232.1,286,https://www.oneills.com/media/catalog/category/SNEEM_1.png
Ireland,Solohead,,,52.511249,-8.213035,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.511249,-8.213035",https://twitter.com/soloheadgaa,101,1076.7,249,https://www.oneills.com/media/catalog/category/soloheadgaa.png
Ireland,South Liberties,Dooley Park,,52.600427,-8.604813,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.600427,-8.604813",https://twitter.com/southlibertiesg,36,1099.3,259,https://www.oneills.com/media/catalog/category/SOUTH-LIBERTIES-GAA-ICON.png
Australasia,Southern Districts,"Tom Bateman Reserve, Thornlie",,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,
Ireland,Southern Gaels,PÃ¡irc ChiarÃ¡n,,53.428041,-7.925549,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.428041,-7.925549",https://twitter.com/southerngaelshc,43,961.1,262,https://www.oneills.com/media/catalog/category/ColinGaels-Banner.png
Ireland,Spa,,,52.070181,-9.467903,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.070181,-9.467903",https://twitter.com/gaa_spa,90,1391.4,281,https://www.oneills.com/media/catalog/category/Tyrrellspass-Ladies-ICON.png
Ireland,Spink,,,52.906705,-7.267546,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.906705,-7.267546",,156,875.4,257,https://www.oneills.com/media/catalog/category/SPINK-PRINT-CREST-THUMBNAIL.png
Europe,SS Lazio Calcio Gaelico,Stadio delle Tre Fontane,,41.8406497,12.4700609,Rome,Italy,Rome,Italy,"https://maps.google.com/?daddr=41.8406497,12.4700609",https://twitter.com/lazioromegaa,19,943.6854396,195,https://www.oneills.com/media/catalog/category/sslaziogaa.png
Great Britain,St Anthonys,Kingsmeadow,,51.405497,-0.2814057,London,England,London,London,"https://maps.google.com/?daddr=51.405497, -0.2814057",,15,806.0082418,229,https://www.oneills.com/media/catalog/category/stanthonys.png
Ireland,St Brendan's Football Club,Deerpark Ballygar,Football,53.52933,-8.3214,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.52933,-8.3214",https://twitter.com/brendans_gaa,62,972.8,262,https://www.oneills.com/media/catalog/category/St.-Fintans-GAA-Club-Wexford-banner-icon.png
Great Britain,St Brendans,Old Deer Park,,51.4647343,-0.3126634,London,England,London,London,"https://maps.google.com/?daddr=51.4647343,-0.3126634",,8,846.5192308,226,https://www.oneills.com/media/catalog/category/St-Brendans-Manchester-ICON.png
Ireland,St Brigids,Croghans,,53.335992,-7.279623,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.335992,-7.279623",,97,907.1,255,https://www.oneills.com/media/catalog/category/St-Brigids-Ladies-GFC.png
Great Britain,St Clarets,Hayes RFC,,51.53297,-0.4164547,London,England,London,London,"https://maps.google.com/?daddr=51.532971, -0.416454",,32,885.8269231,235,
Australasia,St Finbarrs,"Tom Bateman Reserve, Thornlie",,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/St-Finbarrs-Coventry.png
Ireland,"St Fintans GAA, Mountrath",St. Fintan's GAA Grounds,,53.00238,-7.477547,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.00238,-7.477547",https://twitter.com/stfintansgaa,102,877.9,248,
Great Britain,"St Gabriels, London",Vale Farm Sports Ground,,51.5597968,-0.3165908,London,England,London,London,"https://maps.google.com/?daddr=51.5597968,-0.3165908",,51,876.3008242,227,
